sku,_attribute_set,_type,_category,_product_websites,color,created_at,size,description,has_options,name,options_container,price,required_options,short_description,status,tax_class_id,updated_at,url_key,url_path,visibility,weight,qty,use_config_min_qty,use_config_backorders,use_config_min_sale_qty,use_config_max_sale_qty,is_in_stock,use_config_notify_stock_qty,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,use_config_enable_qty_inc,_super_products_sku,_super_attribute_code,_super_attribute_option,image,small_image,thumbnail,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
70000-5,Default,configurable,,base,BLACK,,,"The magic of seduction and an explosion of sensuality. This is what this incredible and extraordinary dress made of wetlook offers you. The neckline is decorated with large, high-gloss gold eyelets from which the chain connects with the collar on the attached pins.",1,"SEXY MINI DRESS D188 - 7HEAVEN",,114.00,,"The magic of seduction and an explosion of sensuality. This is what this incredible and extraordinary dress made of wetlook offers you. The neckline is decorated with large, high-gloss gold eyelets from which the chain connects with the collar on the attached pins.",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,70000-5-S,size,S,b4c31da1f1aa3bd548345794efc42782.jpg,b4c31da1f1aa3bd548345794efc42782.jpg,b4c31da1f1aa3bd548345794efc42782.jpg,88,b4c31da1f1aa3bd548345794efc42782.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000-5-M,size,M,40377386bf30f2bb23fbb4c2b8edfbcc.jpg,40377386bf30f2bb23fbb4c2b8edfbcc.jpg,40377386bf30f2bb23fbb4c2b8edfbcc.jpg,40377386bf30f2bb23fbb4c2b8edfbcc.jpg,88,40377386bf30f2bb23fbb4c2b8edfbcc.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000-5-L,size,L,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000-5-XL,size,XL,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000-5-XXL,size,XXL,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000-5-XXXL,size,XXXL,,,,,,,,
70003-1-S/M,Default,simple,,base,BLACK,,S/M,"An intriguing catsuit made of elastic wet-look fabric, alluringly hugging the body and emphasizing the female figure. Decorated with 2 lightning motifs made of silver, shiny fabric and a metal circle on the stand-up collar.",1,"OVERALL CATSUIT LIGHTNING CS048 - 7HEAVEN - S/M",,148.00,,"An intriguing catsuit made of elastic wet-look fabric, alluringly hugging the body and emphasizing the female figure. Decorated with 2 lightning motifs made of silver, shiny fabric and a metal circle on the stand-up collar.",1,0,,,,4,0,4,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70003-1-L/XL,Default,simple,,base,BLACK,,L/XL,"An intriguing catsuit made of elastic wet-look fabric, alluringly hugging the body and emphasizing the female figure. Decorated with 2 lightning motifs made of silver, shiny fabric and a metal circle on the stand-up collar.",1,"OVERALL CATSUIT LIGHTNING CS048 - 7HEAVEN - L/XL",,148.00,,"An intriguing catsuit made of elastic wet-look fabric, alluringly hugging the body and emphasizing the female figure. Decorated with 2 lightning motifs made of silver, shiny fabric and a metal circle on the stand-up collar.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70003-1-XXL/XXXL,Default,simple,,base,BLACK,,XXL/XXXL,"An intriguing catsuit made of elastic wet-look fabric, alluringly hugging the body and emphasizing the female figure. Decorated with 2 lightning motifs made of silver, shiny fabric and a metal circle on the stand-up collar.",1,"OVERALL CATSUIT LIGHTNING CS048 - 7HEAVEN - XXL/XXXL",,148.00,,"An intriguing catsuit made of elastic wet-look fabric, alluringly hugging the body and emphasizing the female figure. Decorated with 2 lightning motifs made of silver, shiny fabric and a metal circle on the stand-up collar.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70003-1,Default,configurable,,base,BLACK,,,"An intriguing catsuit made of elastic wet-look fabric, alluringly hugging the body and emphasizing the female figure. Decorated with 2 lightning motifs made of silver, shiny fabric and a metal circle on the stand-up collar.",1,"OVERALL CATSUIT LIGHTNING CS048 - 7HEAVEN",,148.00,,"An intriguing catsuit made of elastic wet-look fabric, alluringly hugging the body and emphasizing the female figure. Decorated with 2 lightning motifs made of silver, shiny fabric and a metal circle on the stand-up collar.",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,70003-1-S/M,size,S/M,021e2bade8e0ed62cbe8d95e7fe47c36.jpg,021e2bade8e0ed62cbe8d95e7fe47c36.jpg,021e2bade8e0ed62cbe8d95e7fe47c36.jpg,88,021e2bade8e0ed62cbe8d95e7fe47c36.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70003-1-L/XL,size,L/XL,707c12ad06567fc830913ba9925c0226.jpg,707c12ad06567fc830913ba9925c0226.jpg,707c12ad06567fc830913ba9925c0226.jpg,707c12ad06567fc830913ba9925c0226.jpg,88,707c12ad06567fc830913ba9925c0226.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70003-1-XXL/XXXL,size,XXL/XXXL,,,,,,,,
70003-2-S/M,Default,simple,,base,BLACK,,S/M,"Classic, but with a claw catsuit made of wetlook, fastened along the entire length with metal, silver press studs. The boat-shaped neckline can be opened to enhance the bust even more. At the bottom of the legs, 3 decorative press studs.",1,"CATSUIT SUIT FOR DRINKS CS36 - 7HEAVEN - S/M",,148.00,,"Classic, but with a claw catsuit made of wetlook, fastened along the entire length with metal, silver press studs. The boat-shaped neckline can be opened to enhance the bust even more. At the bottom of the legs, 3 decorative press studs.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70003-2-L/XL,Default,simple,,base,BLACK,,L/XL,"Classic, but with a claw catsuit made of wetlook, fastened along the entire length with metal, silver press studs. The boat-shaped neckline can be opened to enhance the bust even more. At the bottom of the legs, 3 decorative press studs.",1,"CATSUIT SUIT FOR DRINKS CS36 - 7HEAVEN - L/XL",,148.00,,"Classic, but with a claw catsuit made of wetlook, fastened along the entire length with metal, silver press studs. The boat-shaped neckline can be opened to enhance the bust even more. At the bottom of the legs, 3 decorative press studs.",1,0,,,,4,0,4,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70003-2-XXL/XXXL,Default,simple,,base,BLACK,,XXL/XXXL,"Classic, but with a claw catsuit made of wetlook, fastened along the entire length with metal, silver press studs. The boat-shaped neckline can be opened to enhance the bust even more. At the bottom of the legs, 3 decorative press studs.",1,"CATSUIT SUIT FOR DRINKS CS36 - 7HEAVEN - XXL/XXXL",,148.00,,"Classic, but with a claw catsuit made of wetlook, fastened along the entire length with metal, silver press studs. The boat-shaped neckline can be opened to enhance the bust even more. At the bottom of the legs, 3 decorative press studs.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70003-2,Default,configurable,,base,BLACK,,,"Classic, but with a claw catsuit made of wetlook, fastened along the entire length with metal, silver press studs. The boat-shaped neckline can be opened to enhance the bust even more. At the bottom of the legs, 3 decorative press studs.",1,"CATSUIT SUIT FOR DRINKS CS36 - 7HEAVEN",,148.00,,"Classic, but with a claw catsuit made of wetlook, fastened along the entire length with metal, silver press studs. The boat-shaped neckline can be opened to enhance the bust even more. At the bottom of the legs, 3 decorative press studs.",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,70003-2-S/M,size,S/M,ff98eb80757d00947bd288a8ed665121.jpg,ff98eb80757d00947bd288a8ed665121.jpg,ff98eb80757d00947bd288a8ed665121.jpg,88,ff98eb80757d00947bd288a8ed665121.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70003-2-L/XL,size,L/XL,812754b416e8bce3248be1751ec65019.jpg,812754b416e8bce3248be1751ec65019.jpg,812754b416e8bce3248be1751ec65019.jpg,812754b416e8bce3248be1751ec65019.jpg,88,812754b416e8bce3248be1751ec65019.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70003-2-XXL/XXXL,size,XXL/XXXL,11265d07785f887d690f13631a91f3c8.jpg,11265d07785f887d690f13631a91f3c8.jpg,11265d07785f887d690f13631a91f3c8.jpg,11265d07785f887d690f13631a91f3c8.jpg,88,11265d07785f887d690f13631a91f3c8.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2305fb1b9d53465eec972f405b1e0769.jpg,2305fb1b9d53465eec972f405b1e0769.jpg,2305fb1b9d53465eec972f405b1e0769.jpg,2305fb1b9d53465eec972f405b1e0769.jpg,88,2305fb1b9d53465eec972f405b1e0769.jpg,,1,0
70002-1-S,Default,simple,,base,BLACK,,S,"The captivating, extravagant half-corset made of transparent foil with vertical stripes made of wetlook will emphasize and slim your waistline. Corset binding and metal, silver zipper fastening will allow you to adjust it perfectly to your figure. The set includes stockings, fastened with elegant, metal frogs.",1,"CORSET COMPLETE WITH CR414 - 7HEAVEN - S",,115.00,,"The captivating, extravagant half-corset made of transparent foil with vertical stripes made of wetlook will emphasize and slim your waistline. Corset binding and metal, silver zipper fastening will allow you to adjust it perfectly to your figure. The set includes stockings, fastened with elegant, metal frogs.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70002-1-M,Default,simple,,base,BLACK,,M,"The captivating, extravagant half-corset made of transparent foil with vertical stripes made of wetlook will emphasize and slim your waistline. Corset binding and metal, silver zipper fastening will allow you to adjust it perfectly to your figure. The set includes stockings, fastened with elegant, metal frogs.",1,"CORSET COMPLETE WITH CR414 - 7HEAVEN - M",,115.00,,"The captivating, extravagant half-corset made of transparent foil with vertical stripes made of wetlook will emphasize and slim your waistline. Corset binding and metal, silver zipper fastening will allow you to adjust it perfectly to your figure. The set includes stockings, fastened with elegant, metal frogs.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70002-1-L,Default,simple,,base,BLACK,,L,"The captivating, extravagant half-corset made of transparent foil with vertical stripes made of wetlook will emphasize and slim your waistline. Corset binding and metal, silver zipper fastening will allow you to adjust it perfectly to your figure. The set includes stockings, fastened with elegant, metal frogs.",1,"CORSET COMPLETE WITH CR414 - 7HEAVEN - L",,115.00,,"The captivating, extravagant half-corset made of transparent foil with vertical stripes made of wetlook will emphasize and slim your waistline. Corset binding and metal, silver zipper fastening will allow you to adjust it perfectly to your figure. The set includes stockings, fastened with elegant, metal frogs.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70002-1-XL,Default,simple,,base,BLACK,,XL,"The captivating, extravagant half-corset made of transparent foil with vertical stripes made of wetlook will emphasize and slim your waistline. Corset binding and metal, silver zipper fastening will allow you to adjust it perfectly to your figure. The set includes stockings, fastened with elegant, metal frogs.",1,"CORSET COMPLETE WITH CR414 - 7HEAVEN - XL",,115.00,,"The captivating, extravagant half-corset made of transparent foil with vertical stripes made of wetlook will emphasize and slim your waistline. Corset binding and metal, silver zipper fastening will allow you to adjust it perfectly to your figure. The set includes stockings, fastened with elegant, metal frogs.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70002-1,Default,configurable,,base,BLACK,,,"The captivating, extravagant half-corset made of transparent foil with vertical stripes made of wetlook will emphasize and slim your waistline. Corset binding and metal, silver zipper fastening will allow you to adjust it perfectly to your figure. The set includes stockings, fastened with elegant, metal frogs.",1,"CORSET COMPLETE WITH CR414 - 7HEAVEN",,115.00,,"The captivating, extravagant half-corset made of transparent foil with vertical stripes made of wetlook will emphasize and slim your waistline. Corset binding and metal, silver zipper fastening will allow you to adjust it perfectly to your figure. The set includes stockings, fastened with elegant, metal frogs.",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,70002-1-S,size,S,be0d7fc994bb3115584716fa9294ac20.jpg,be0d7fc994bb3115584716fa9294ac20.jpg,be0d7fc994bb3115584716fa9294ac20.jpg,88,be0d7fc994bb3115584716fa9294ac20.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70002-1-M,size,M,fc03749a4feb3ce37b71fcf632ede2a2.jpg,fc03749a4feb3ce37b71fcf632ede2a2.jpg,fc03749a4feb3ce37b71fcf632ede2a2.jpg,fc03749a4feb3ce37b71fcf632ede2a2.jpg,88,fc03749a4feb3ce37b71fcf632ede2a2.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70002-1-L,size,L,02c41211f8a16a36108a83de965bed4f.jpg,02c41211f8a16a36108a83de965bed4f.jpg,02c41211f8a16a36108a83de965bed4f.jpg,02c41211f8a16a36108a83de965bed4f.jpg,88,02c41211f8a16a36108a83de965bed4f.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70002-1-XL,size,XL,,,,,,,,
70002-2-S,Default,simple,,base,BLACK,,S,"Predatory, uncommon corset belt made of delicate stripes made of lack (PVC) and broken in the middle with a metal zipper will emphasize the beauty of your body, making you feel special! Complete with thongs.",1,"CORSET BELT CR404 - 7HEAVEN - S",,76.80,,"Predatory, uncommon corset belt made of delicate stripes made of lack (PVC) and broken in the middle with a metal zipper will emphasize the beauty of your body, making you feel special! Complete with thongs.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70002-2-M,Default,simple,,base,BLACK,,M,"Predatory, uncommon corset belt made of delicate stripes made of lack (PVC) and broken in the middle with a metal zipper will emphasize the beauty of your body, making you feel special! Complete with thongs.",1,"CORSET BELT CR404 - 7HEAVEN - M",,76.80,,"Predatory, uncommon corset belt made of delicate stripes made of lack (PVC) and broken in the middle with a metal zipper will emphasize the beauty of your body, making you feel special! Complete with thongs.",1,0,,,,4,0,4,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70002-2-L,Default,simple,,base,BLACK,,L,"Predatory, uncommon corset belt made of delicate stripes made of lack (PVC) and broken in the middle with a metal zipper will emphasize the beauty of your body, making you feel special! Complete with thongs.",1,"CORSET BELT CR404 - 7HEAVEN - L",,76.80,,"Predatory, uncommon corset belt made of delicate stripes made of lack (PVC) and broken in the middle with a metal zipper will emphasize the beauty of your body, making you feel special! Complete with thongs.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70002-2-XL,Default,simple,,base,BLACK,,XL,"Predatory, uncommon corset belt made of delicate stripes made of lack (PVC) and broken in the middle with a metal zipper will emphasize the beauty of your body, making you feel special! Complete with thongs.",1,"CORSET BELT CR404 - 7HEAVEN - XL",,76.80,,"Predatory, uncommon corset belt made of delicate stripes made of lack (PVC) and broken in the middle with a metal zipper will emphasize the beauty of your body, making you feel special! Complete with thongs.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70002-2,Default,configurable,,base,BLACK,,,"Predatory, uncommon corset belt made of delicate stripes made of lack (PVC) and broken in the middle with a metal zipper will emphasize the beauty of your body, making you feel special! Complete with thongs.",1,"CORSET BELT CR404 - 7HEAVEN",,76.80,,"Predatory, uncommon corset belt made of delicate stripes made of lack (PVC) and broken in the middle with a metal zipper will emphasize the beauty of your body, making you feel special! Complete with thongs.",1,0,,,,4,,,1,1,1,1,1,0,1,1,1,1,70002-2-S,size,S,770c7ee2940c75b73ab3b2e3a9b995cb.jpg,770c7ee2940c75b73ab3b2e3a9b995cb.jpg,770c7ee2940c75b73ab3b2e3a9b995cb.jpg,88,770c7ee2940c75b73ab3b2e3a9b995cb.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70002-2-M,size,M,935f51092c423e856ec0f03d78d39c3b.jpg,935f51092c423e856ec0f03d78d39c3b.jpg,935f51092c423e856ec0f03d78d39c3b.jpg,935f51092c423e856ec0f03d78d39c3b.jpg,88,935f51092c423e856ec0f03d78d39c3b.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70002-2-L,size,L,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70002-2-XL,size,XL,,,,,,,,
70001-1-36,Default,simple,,base,BLACK,,36,"Extremely interesting and playful set consisting of a top and a skirt made of shiny wetlook beautifully fitting the body - absolutely worth a sin. Large, high-gloss gold eyelets in combination with a chain and pegs add a special charm.",1,"TOP AND SKIRT SET CB210 - 7HEAVEN - 36",,124.00,,"Extremely interesting and playful set consisting of a top and a skirt made of shiny wetlook beautifully fitting the body - absolutely worth a sin. Large, high-gloss gold eyelets in combination with a chain and pegs add a special charm.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70001-1-M,Default,simple,,base,BLACK,,M,"Extremely interesting and playful set consisting of a top and a skirt made of shiny wetlook beautifully fitting the body - absolutely worth a sin. Large, high-gloss gold eyelets in combination with a chain and pegs add a special charm.",1,"TOP AND SKIRT SET CB210 - 7HEAVEN - M",,124.00,,"Extremely interesting and playful set consisting of a top and a skirt made of shiny wetlook beautifully fitting the body - absolutely worth a sin. Large, high-gloss gold eyelets in combination with a chain and pegs add a special charm.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70001-1-L,Default,simple,,base,BLACK,,L,"Extremely interesting and playful set consisting of a top and a skirt made of shiny wetlook beautifully fitting the body - absolutely worth a sin. Large, high-gloss gold eyelets in combination with a chain and pegs add a special charm.",1,"TOP AND SKIRT SET CB210 - 7HEAVEN - L",,124.00,,"Extremely interesting and playful set consisting of a top and a skirt made of shiny wetlook beautifully fitting the body - absolutely worth a sin. Large, high-gloss gold eyelets in combination with a chain and pegs add a special charm.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
70001-1-XL,Default,simple,,base,BLACK,,XL,"Extremely interesting and playful set consisting of a top and a skirt made of shiny wetlook beautifully fitting the body - absolutely worth a sin. Large, high-gloss gold eyelets in combination with a chain and pegs add a special charm.",1,"TOP AND SKIRT SET CB210 - 7HEAVEN - XL",,124.00,,"Extremely interesting and playful set consisting of a top and a skirt made of shiny wetlook beautifully fitting the body - absolutely worth a sin. Large, high-gloss gold eyelets in combination with a chain and pegs add a special charm.",1,0,,,,4,0,5,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,
